year,geo_name,geo,soc_name,soc,sex_name,sex,num_ppl,num_ppl_moe,avg_wage_ft,avg_wage_ft_moe
2014,"California","04000US06","Cutting workers","519030","Male","1",5065,735.198,30373.4,2040.97
2014,"California","04000US06","Cutting workers","519030","Female","2",2376,426.191,18159.2,1985.72
2014,"California","04000US06","Extruding, forming, pressing, & compacting machine setters, operators, & tenders","519041","Male","1",1326,339.998,36667.0,4782.27
2014,"California","04000US06","Extruding, forming, pressing, & compacting machine setters, operators, & tenders","519041","Female","2",216,153.042,17745.4,2485.9
2014,"California","04000US06","Furnace, kiln, oven, drier, & kettle operators & tenders","519051","Male","1",656,238.663,44805.7,9158.73
2014,"California","04000US06","Furnace, kiln, oven, drier, & kettle operators & tenders","519051","Female","2",144,120.907,42710.0,9158.44
2014,"California","04000US06","Inspectors, testers, sorters, samplers, & weighers","519061","Male","1",56064,2062.67,51206.0,1271.35
2014,"California","04000US06","Inspectors, testers, sorters, samplers, & weighers","519061","Female","2",34653,1843.05,34159.3,1293.85
2014,"California","04000US06","Jewelers & precious stone & metal workers","519071","Male","1",2543,488.644,35963.6,4949.34
2014,"California","04000US06","Jewelers & precious stone & metal workers","519071","Female","2",1314,302.043,37068.2,11099.3
2014,"California","04000US06","Medical, dental, & ophthalmic laboratory technicians","519080","Male","1",6509,831.996,45233.3,3704.35
2014,"California","04000US06","Medical, dental, & ophthalmic laboratory technicians","519080","Female","2",4345,583.955,37016.4,2576.72
2014,"California","04000US06","Packaging & filling machine operators & tenders","519111","Male","1",13442,1030.82,30416.3,1594.0
2014,"California","04000US06","Packaging & filling machine operators & tenders","519111","Female","2",17315,1318.38,20709.5,1032.01
2014,"California","04000US06","Painting workers","519120","Male","1",12557,1112.38,38097.8,2707.62
2014,"California","04000US06","Painting workers","519120","Female","2",1322,337.423,30507.6,7443.23
2014,"California","04000US06","Photographic process workers & processing machine operators","519151","Male","1",3358,573.979,68660.3,20786.3
2014,"California","04000US06","Photographic process workers & processing machine operators","519151","Female","2",2178,409.795,37083.6,5661.12
2014,"California","04000US06","Adhesive bonding machine operators & tenders","519191","Male","1",560,216.136,35668.0,8944.27
2014,"California","04000US06","Adhesive bonding machine operators & tenders","519191","Female","2",397,178.441,18949.9,5446.9
2014,"California","04000US06","Etchers & engravers","519194","Male","1",736,307.313,29712.5,5407.11
2014,"California","04000US06","Etchers & engravers","519194","Female","2",216,144.2,24930.3,5393.32
2014,"California","04000US06","Molders, shapers, & casters, except metal & plastic","519195","Male","1",2895,531.803,41927.3,6261.51
2014,"California","04000US06","Molders, shapers, & casters, except metal & plastic","519195","Female","2",258,136.896,28664.7,13178.1
2014,"California","04000US06","Paper goods machine setters, operators, & tenders","519196","Male","1",1309,328.12,35618.2,6417.93
2014,"California","04000US06","Paper goods machine setters, operators, & tenders","519196","Female","2",1034,257.913,18806.8,4252.38
2014,"California","04000US06","Tire builders","519197","Male","1",119,88.75,33577.0,6856.15
2014,"California","04000US06","Helpersproduction workers","519198","Male","1",5358,662.002,24016.3,2279.78
2014,"California","04000US06","Helpersproduction workers","519198","Female","2",2223,479.441,24114.0,3026.88
2014,"California","04000US06","Supervisors of transportation & material moving workers","531000","Male","1",18459,1118.26,60475.0,3007.61
2014,"California","04000US06","Supervisors of transportation & material moving workers","531000","Female","2",4141,507.068,49294.3,4535.23
2014,"California","04000US06","Aircraft pilots & flight engineers","532010","Male","1",11099,805.371,109420.0,5971.64
2014,"California","04000US06","Aircraft pilots & flight engineers","532010","Female","2",766,214.313,81313.9,13821.7
2014,"California","04000US06","Air traffic controllers & airfield operations specialists","532020","Male","1",3229,530.417,87626.5,9222.15
2014,"California","04000US06","Air traffic controllers & airfield operations specialists","532020","Female","2",887,312.985,84358.2,16940.6
2014,"California","04000US06","Flight attendants","532031","Male","1",2159,387.179,49385.4,4365.1
2014,"California","04000US06","Flight attendants","532031","Female","2",7740,787.376,43856.5,3267.82
2014,"California","04000US06","Ambulance drivers & attendants, except emergency medical technicians","533011","Male","1",1835,408.469,27129.7,4505.39
2014,"California","04000US06","Ambulance drivers & attendants, except emergency medical technicians","533011","Female","2",196,129.126,30535.6,16904.8
2014,"California","04000US06","Bus drivers","533020","Male","1",29213,1388.68,44262.7,1412.17
2014,"California","04000US06","Bus drivers","533020","Female","2",19760,1420.65,35562.1,1344.88
2014,"California","04000US06","Driver/sales workers & truck drivers","533030","Male","1",300762,5775.84,42380.6,488.462
2014,"California","04000US06","Driver/sales workers & truck drivers","533030","Female","2",15650,1153.17,36478.3,2647.78
2014,"California","04000US06","Taxi drivers & chauffeurs","533041","Male","1",27471,1637.25,33529.1,2315.91
2014,"California","04000US06","Taxi drivers & chauffeurs","533041","Female","2",3846,567.891,29139.4,5378.52
2014,"California","04000US06","Motor vehicle operators, all other","533099","Male","1",4375,587.958,30949.1,3321.07
2014,"California","04000US06","Motor vehicle operators, all other","533099","Female","2",985,338.864,25388.8,6460.59
2014,"California","04000US06","Locomotive engineers & operators","534010","Male","1",2376,463.193,76689.2,4743.93
2014,"California","04000US06","Locomotive engineers & operators","534010","Female","2",327,168.959,53350.6,12489.5
2014,"California","04000US06","Railroad conductors & yardmasters","534031","Male","1",2339,446.268,66279.1,6431.97
2014,"California","04000US06","Railroad conductors & yardmasters","534031","Female","2",317,188.272,53307.0,9749.01
2014,"California","04000US06","Ship & boat captains & operators","535020","Male","1",2739,492.058,74240.7,13652.9
2014,"California","04000US06","Ship & boat captains & operators","535020","Female","2",222,117.861,33557.2,9084.7
2014,"California","04000US06","Parking lot attendants","536021","Male","1",13429,1141.44,24841.1,2275.09
2014,"California","04000US06","Parking lot attendants","536021","Female","2",1534,316.607,17115.3,3819.89
2014,"California","04000US06","Automotive & watercraft service attendants-","536031","Male","1",7361,749.2,33429.1,8873.74
2014,"California","04000US06","Automotive & watercraft service attendants-","536031","Female","2",1162,313.902,22126.9,3257.78
2014,"California","04000US06","Transportation inspectors","536051","Male","1",3594,548.865,64566.4,5515.42
2014,"California","04000US06","Transportation inspectors","536051","Female","2",779,296.222,43110.3,9775.02
2014,"California","04000US06","Transportation attendants, except flight attendants","536061","Male","1",871,250.386,38641.1,10485.2
2014,"California","04000US06","Transportation attendants, except flight attendants","536061","Female","2",772,230.885,33293.1,7553.24
2014,"California","04000US06","Crane & tower operators","537021","Male","1",3412,491.215,75442.9,7460.38
2014,"California","04000US06","Crane & tower operators","537021","Female","2",227,184.197,40177.1,20506.7
2014,"California","04000US06","Dredge, excavating, & loading machine operators","537030","Male","1",1655,399.102,49262.1,7937.66
2014,"California","04000US06","Dredge, excavating, & loading machine operators","537030","Female","2",7,11.4856,42353.9,5.35268e-12
2014,"California","04000US06","Industrial truck & tractor operators","537051","Male","1",60367,2558.82,30038.5,637.654
2014,"California","04000US06","Industrial truck & tractor operators","537051","Female","2",3195,566.306,29008.2,2276.24
2014,"California","04000US06","Cleaners of vehicles & equipment","537061","Male","1",41769,1991.02,24599.0,937.502
2014,"California","04000US06","Cleaners of vehicles & equipment","537061","Female","2",5292,725.97,20424.8,1921.72
2014,"California","04000US06","Laborers & freight, stock, & material movers, hand","537062","Male","1",177965,3967.31,32920.1,718.698
2014,"California","04000US06","Laborers & freight, stock, & material movers, hand","537062","Female","2",41050,1983.9,26288.9,1175.47
2014,"California","04000US06","Machine feeders & offbearers","537063","Male","1",2067,493.083,29131.3,5121.81
2014,"California","04000US06","Machine feeders & offbearers","537063","Female","2",1279,323.685,26568.3,5709.79
2014,"California","04000US06","Packers & packagers, hand","537064","Male","1",29979,1803.66,23722.4,886.816
2014,"California","04000US06","Packers & packagers, hand","537064","Female","2",43079,2034.42,19183.2,603.699
2014,"California","04000US06","Pumping station operators","537070","Male","1",1166,340.917,57967.2,8678.87
2014,"California","04000US06","Pumping station operators","537070","Female","2",76,71.2819,40544.2,45666.2
2014,"California","04000US06","Refuse & recyclable material collectors","537081","Male","1",9420,894.023,33534.0,2915.52
2014,"California","04000US06","Refuse & recyclable material collectors","537081","Female","2",792,221.27,32699.8,8152.63
2014,"California","04000US06","Military officer special & tactical operations leaders","551010","Male","1",3320,603.239,71952.6,7139.29
2014,"California","04000US06","Military officer special & tactical operations leaders","551010","Female","2",251,126.136,63648.6,12584.5
2014,"California","04000US06","Firstline enlisted military supervisors","552010","Male","1",7570,885.09,60737.5,3811.63
2014,"California","04000US06","Firstline enlisted military supervisors","552010","Female","2",1085,395.993,57631.4,9565.53
2014,"California","04000US06","Military enlisted tactical operations & air/weapons specialists & crew members","553010","Male","1",22428,1708.05,30368.5,1827.89
2014,"California","04000US06","Military enlisted tactical operations & air/weapons specialists & crew members","553010","Female","2",1513,453.751,27415.9,4168.08
2014,"California","04000US06","Military, rank not specified","559830","Male","1",29122,1920.09,45738.5,1570.96
2014,"California","04000US06","Military, rank not specified","559830","Female","2",4019,608.509,42052.5,2892.41
2014,"California","04000US06","Chief executives & legislators","1110XX","Male","1",109064,3066.06,183502.0,3943.24
2014,"California","04000US06","Chief executives & legislators","1110XX","Female","2",36194,1683.78,137844.0,5528.56
2014,"California","04000US06","Advertising & promotions managers","112011","Male","1",3486,565.949,115391.0,20670.4
2014,"California","04000US06","Advertising & promotions managers","112011","Female","2",3442,574.177,78933.1,7417.17
2014,"California","04000US06","Marketing & sales managers","112020","Male","1",63263,2369.57,124279.0,3222.26
2014,"California","04000US06","Marketing & sales managers","112020","Female","2",50610,1686.67,90103.8,2376.86
2014,"California","04000US06","Public relations & fundraising managers","112031","Male","1",2288,460.572,116199.0,14642.2
2014,"California","04000US06","Public relations & fundraising managers","112031","Female","2",3927,566.117,92512.1,10047.6
2014,"California","04000US06","Administrative services managers","113011","Male","1",9781,933.075,79553.6,4420.84
2014,"California","04000US06","Administrative services managers","113011","Female","2",6441,704.598,68839.2,4213.41
2014,"California","04000US06","Computer & information systems managers","113021","Male","1",44680,1489.79,127504.0,3111.08
2014,"California","04000US06","Computer & information systems managers","113021","Female","2",17680,1249.15,107355.0,3793.59
2014,"California","04000US06","Financial managers","113031","Male","1",56838,2165.65,130200.0,4613.08
2014,"California","04000US06","Financial managers","113031","Female","2",68989,2348.52,86123.7,2042.36
2014,"California","04000US06","Industrial production managers","113051","Male","1",18606,1201.61,92284.9,3827.64
2014,"California","04000US06","Industrial production managers","113051","Female","2",6221,704.706,78858.1,5327.22
2014,"California","04000US06","Purchasing managers","113061","Male","1",10280,812.314,93937.3,4432.2
2014,"California","04000US06","Purchasing managers","113061","Female","2",10189,957.975,81371.1,4757.88
2014,"California","04000US06","Transportation, storage, & distribution managers","113071","Male","1",18648,1314.47,60962.4,2909.13
2014,"California","04000US06","Transportation, storage, & distribution managers","113071","Female","2",4062,581.138,69274.6,8990.33
2014,"California","04000US06","Farmers, ranchers, & other agricultural managers","119013","Male","1",18279,1177.56,68264.3,4742.87
2014,"California","04000US06","Farmers, ranchers, & other agricultural managers","119013","Female","2",3041,542.202,46137.4,9530.52
2014,"California","04000US06","Construction managers","119021","Male","1",51624,2219.6,93731.0,2742.77
2014,"California","04000US06","Construction managers","119021","Female","2",5310,667.833,78389.2,4382.85
2014,"California","04000US06","Education administrators","119030","Male","1",30459,1623.26,99450.7,3194.99
2014,"California","04000US06","Education administrators","119030","Female","2",58132,2043.93,78471.9,1798.18
2014,"California","04000US06","Architectural & engineering managers","119041","Male","1",20754,1068.62,171503.0,5651.03
2014,"California","04000US06","Architectural & engineering managers","119041","Female","2",1958,333.434,155051.0,13392.9
2014,"California","04000US06","Food service managers","119051","Male","1",48785,2259.14,53805.8,2310.93
2014,"California","04000US06","Food service managers","119051","Female","2",40113,1853.13,41143.1,1337.85
2014,"California","04000US06","Gaming managers","119071","Male","1",942,263.777,64457.5,14611.1
2014,"California","04000US06","Gaming managers","119071","Female","2",775,305.624,61238.9,10951.8
2014,"California","04000US06","Lodging managers","119081","Male","1",7033,818.178,65604.9,4283.29
2014,"California","04000US06","Lodging managers","119081","Female","2",6860,828.171,49830.4,4170.06
2014,"California","04000US06","Medical & health services managers","119111","Male","1",20721,1338.49,117705.0,5681.88
2014,"California","04000US06","Medical & health services managers","119111","Female","2",41453,1638.35,88458.2,2803.69
2014,"California","04000US06","Natural sciences managers","119121","Male","1",1609,348.035,161362.0,22487.8
2014,"California","04000US06","Natural sciences managers","119121","Female","2",869,290.843,111496.0,15208.8
2014,"California","04000US06","Property, real estate, & community association managers","119141","Male","1",32724,1649.65,86474.0,4619.54
2014,"California","04000US06","Property, real estate, & community association managers","119141","Female","2",40885,1871.75,54344.2,2463.47
2014,"California","04000US06","Social & community service managers","119151","Male","1",12375,930.639,79167.0,5096.71
2014,"California","04000US06","Social & community service managers","119151","Female","2",24563,1324.38,69153.3,2806.52
2014,"California","04000US06","Miscellaneous managers","119XXX","Male","1",253097,4511.84,112464.0,1413.31
2014,"California","04000US06","Miscellaneous managers","119XXX","Female","2",145773,3243.74,87259.6,1498.39
2014,"California","04000US06","Software developers, applications & systems software","15113X","Male","1",144183,3489.38,118774.0,1305.63
2014,"California","04000US06","Software developers, applications & systems software","15113X","Female","2",37224,1583.95,97969.7,2023.48
2014,"California","04000US06","Miscellaneous mathematical science occupations, including mathematicians & statisticians","1520XX","Male","1",2492,409.819,138393.0,17712.0
2014,"California","04000US06","Miscellaneous mathematical science occupations, including mathematicians & statisticians","1520XX","Female","2",1854,371.216,86740.1,10786.4
2014,"California","04000US06","Biomedical & agricultural engineers","1720XX","Male","1",2658,549.407,98947.6,9283.85
2014,"California","04000US06","Biomedical & agricultural engineers","1720XX","Female","2",706,277.6,88456.8,14856.2
2014,"California","04000US06","Petroleum, mining & geological engineers, including mining safety engineers","1721XX","Male","1",1775,383.395,117830.0,16356.1
2014,"California","04000US06","Petroleum, mining & geological engineers, including mining safety engineers","1721XX","Female","2",232,106.767,99901.9,18890.2
2014,"California","04000US06","Miscellaneous engineers, including nuclear engineers","1721YY","Male","1",65105,2240.48,114978.0,2308.97
2014,"California","04000US06","Miscellaneous engineers, including nuclear engineers","1721YY","Female","2",10635,756.42,96921.4,4628.66
2014,"California","04000US06","Medical scientists, & life scientists, all other","1910XX","Male","1",9934,902.543,106485.0,6059.28
2014,"California","04000US06","Medical scientists, & life scientists, all other","1910XX","Female","2",11439,871.125,90350.2,4914.32
2014,"California","04000US06","Miscellaneous social scientists, including survey researchers & sociologists","1930XX","Male","1",3111,546.979,73220.0,11156.0
2014,"California","04000US06","Miscellaneous social scientists, including survey researchers & sociologists","1930XX","Female","2",4287,548.996,59835.2,5044.09
2014,"California","04000US06","Chemical technicians","194031","Male","1",3822,460.536,51565.2,5233.07
2014,"California","04000US06","Chemical technicians","194031","Female","2",1667,402.266,47455.1,7442.37
2014,"California","04000US06","Geological & petroleum technicians, & nuclear technicians","1940XX","Male","1",955,243.874,83887.1,13049.6
2014,"California","04000US06","Geological & petroleum technicians, & nuclear technicians","1940XX","Female","2",98,62.5295,76339.2,22724.2
2014,"California","04000US06","Miscellaneous life, physical, & social science technicians, including social science research assistants","1940YY","Male","1",11864,1229.75,58653.8,4043.82
2014,"California","04000US06","Miscellaneous life, physical, & social science technicians, including social science research assistants","1940YY","Female","2",9789,969.933,46837.2,3955.59
2014,"California","04000US06","Miscellaneous community & social service specialists, including health educators & community health workers","21109X","Male","1",4188,499.674,60794.0,6104.07
2014,"California","04000US06","Miscellaneous community & social service specialists, including health educators & community health workers","21109X","Female","2",8523,832.963,49583.8,3512.35
2014,"California","04000US06","Lawyers, & judges, magistrates, & other judicial workers","2310XX","Male","1",68275,2520.07,194392.0,4615.7
2014,"California","04000US06","Lawyers, & judges, magistrates, & other judicial workers","2310XX","Female","2",42509,1693.36,145537.0,3927.11
2014,"California","04000US06","Other education, training, & library workers","2590XX","Male","1",3175,505.579,83187.5,12432.2
2014,"California","04000US06","Other education, training, & library workers","2590XX","Female","2",7754,791.683,60458.4,6935.27
2014,"California","04000US06","Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other","2740XX","Male","1",14277,1226.38,69696.9,4858.27
2014,"California","04000US06","Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other","2740XX","Female","2",2106,485.699,57482.0,10680.5
2014,"California","04000US06","Other therapists, including exercise physiologists","29112X","Male","1",4173,619.596,67689.9,6680.65
2014,"California","04000US06","Other therapists, including exercise physiologists","29112X","Female","2",15153,1027.54,55620.8,3153.56
2014,"California","04000US06","Nurse practitioners & nurse midwives","2911XX","Male","1",667,258.791,141243.0,18798.1
2014,"California","04000US06","Nurse practitioners & nurse midwives","2911XX","Female","2",6752,592.716,105882.0,4112.32
2014,"California","04000US06","Healthcare support workers, all other, including medical equipment preparers","31909X","Male","1",3074,430.97,44123.5,6710.31
2014,"California","04000US06","Healthcare support workers, all other, including medical equipment preparers","31909X","Female","2",8121,849.559,34043.6,2769.07
2014,"California","04000US06","Miscellaneous law enforcement workers","3330XX","Male","1",1349,302.385,57486.0,7787.1
2014,"California","04000US06","Miscellaneous law enforcement workers","3330XX","Female","2",599,181.338,52862.8,6951.26
2014,"California","04000US06","Lifeguards & other recreational, & all other protective service workers","33909X","Male","1",8309,770.618,45237.6,6157.7
2014,"California","04000US06","Lifeguards & other recreational, & all other protective service workers","33909X","Female","2",6129,710.14,34397.6,6009.9
2014,"California","04000US06","Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers","3590XX","Male","1",32926,1827.01,22090.8,1255.55
2014,"California","04000US06","Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers","3590XX","Female","2",14765,1161.63,20224.5,1459.65
2014,"California","04000US06","Janitors & building cleaners","37201X","Male","1",174941,3518.62,31371.2,485.939
2014,"California","04000US06","Janitors & building cleaners","37201X","Female","2",70168,2632.38,24503.3,761.202
2014,"California","04000US06","Embalmers & funeral attendants","3940XX","Male","1",872,245.824,39640.5,11326.7
2014,"California","04000US06","Embalmers & funeral attendants","3940XX","Female","2",520,226.587,32625.7,19159.0
2014,"California","04000US06","Correspondence clerks & order clerks","434XXX","Male","1",7156,698.794,36542.6,4012.48
2014,"California","04000US06","Correspondence clerks & order clerks","434XXX","Female","2",8660,905.323,36243.6,2366.36
2014,"California","04000US06","Miscellaneous office & administrative support workers, including desktop publishers","439XXX","Male","1",18080,1348.56,51269.9,2634.23
2014,"California","04000US06","Miscellaneous office & administrative support workers, including desktop publishers","439XXX","Female","2",47189,2164.52,45594.1,1185.05
2014,"California","04000US06","Miscellaneous agricultural workers, including animal breeders","4520XX","Male","1",181199,4629.93,20194.8,310.513
2014,"California","04000US06","Miscellaneous agricultural workers, including animal breeders","4520XX","Female","2",52448,2108.14,13297.6,447.118
2014,"California","04000US06","Construction equipment operators except paving, surfacing, & tamping equipment operators","47207X","Male","1",20321,1148.59,56337.4,1880.73
2014,"California","04000US06","Construction equipment operators except paving, surfacing, & tamping equipment operators","47207X","Female","2",491,249.77,25700.1,5125.82
2014,"California","04000US06","Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers","472XXX","Male","1",6509,765.667,33817.2,2479.92
2014,"California","04000US06","Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers","472XXX","Female","2",15,22.5911,None,None
2014,"California","04000US06","Miscellaneous extraction workers, including roof bolters & helpers","4750XX","Male","1",3758,676.432,57220.1,7129.26
2014,"California","04000US06","Miscellaneous extraction workers, including roof bolters & helpers","4750XX","Female","2",138,137.324,21882.7,2.31778e-12
2014,"California","04000US06","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining","4750YY","Male","1",1970,437.691,74808.1,13581.7
2014,"California","04000US06","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining","4750YY","Female","2",111,129.893,104522.0,7708.75
2014,"California","04000US06","Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners","47XXXX","Male","1",5694,778.911,43836.7,3896.22
2014,"California","04000US06","Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners","47XXXX","Female","2",88,65.2767,34880.3,5238.16
2014,"California","04000US06","Electrical & electronics repairers, transportation equipment, & industrial & utility","49209X","Male","1",2603,862.735,51176.8,11259.4
2014,"California","04000US06","Electrical & electronics repairers, transportation equipment, & industrial & utility","49209X","Female","2",175,142.69,42560.4,19634.9
2014,"California","04000US06","Industrial & refractory machinery mechanics","49904X","Male","1",29860,1547.8,51183.4,1463.81
2014,"California","04000US06","Industrial & refractory machinery mechanics","49904X","Female","2",1173,306.863,35270.3,6318.63
2014,"California","04000US06","Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians","4990XX","Male","1",25158,1243.2,41945.9,1519.77
2014,"California","04000US06","Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians","4990XX","Female","2",1322,335.559,32983.9,4255.47
2014,"California","04000US06","Model makers, patternmakers, & molding machine setters, metal & plastic","5140XX","Male","1",2838,485.027,41004.3,4095.5
2014,"California","04000US06","Model makers, patternmakers, & molding machine setters, metal & plastic","5140XX","Female","2",716,227.927,32010.5,7444.24
2014,"California","04000US06","Miscellaneous metal workers & plastic workers, including multiple machine tool setters","514XXX","Male","1",32082,1758.78,34645.7,968.315
2014,"California","04000US06","Miscellaneous metal workers & plastic workers, including multiple machine tool setters","514XXX","Female","2",7819,899.527,28106.3,1777.61
2014,"California","04000US06","Textile bleaching & dyeing, & cutting machine setters, operators, & tenders","51606X","Male","1",1336,341.24,27192.0,6108.08
2014,"California","04000US06","Textile bleaching & dyeing, & cutting machine setters, operators, & tenders","51606X","Female","2",413,145.195,22892.9,7020.47
2014,"California","04000US06","Miscellaneous textile, apparel, & furnishings workers except upholsterers","51609X","Male","1",1215,324.182,38034.1,8633.5
2014,"California","04000US06","Miscellaneous textile, apparel, & furnishings workers except upholsterers","51609X","Female","2",1875,453.676,49881.9,6845.18
2014,"California","04000US06","Miscellaneous woodworkers, including model makers & patternmakers","5170XX","Male","1",1460,446.008,44406.3,8371.05
2014,"California","04000US06","Miscellaneous woodworkers, including model makers & patternmakers","5170XX","Female","2",207,110.665,46501.6,19754.0
2014,"California","04000US06","Miscellaneous production workers, including semiconductor processors","5191XX","Male","1",74468,2095.43,36557.6,1055.08
2014,"California","04000US06","Miscellaneous production workers, including semiconductor processors","5191XX","Female","2",28702,1570.44,28325.6,1411.07
2014,"California","04000US06","Subway, streetcar, & other rail transportation workers","5340XX","Male","1",1028,281.82,62250.7,15274.3
2014,"California","04000US06","Subway, streetcar, & other rail transportation workers","5340XX","Female","2",179,128.587,52177.4,9379.83
2014,"California","04000US06","Sailors & marine oilers, & ship engineers","5350XX","Male","1",2475,513.301,47101.7,6772.11
2014,"California","04000US06","Sailors & marine oilers, & ship engineers","5350XX","Female","2",467,202.658,27356.3,6867.78
2014,"California","04000US06","Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians","5360XX","Male","1",1754,330.628,39011.3,4812.94
2014,"California","04000US06","Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians","5360XX","Female","2",130,74.2786,51582.1,8465.84
2014,"California","04000US06","Conveyor operators & tenders, & hoist & winch operators","5370XX","Male","1",565,209.425,53081.7,13061.7
2014,"California","04000US06","Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders","5371XX","Male","1",4273,556.206,48078.1,8005.64
2014,"California","04000US06","Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders","5371XX","Female","2",910,381.818,29353.1,6325.46
2015,"California","04000US06","General & operations managers","111021","Male","1",71791,2410.32,112267.0,2916.77
2015,"California","04000US06","General & operations managers","111021","Female","2",34247,1766.98,84780.7,3418.71
2015,"California","04000US06","Compensation & benefits managers","113111","Male","1",385,173.334,149315.0,34951.7
2015,"California","04000US06","Compensation & benefits managers","113111","Female","2",1273,290.451,87681.9,10284.6
2015,"California","04000US06","Human resources managers","113121","Male","1",16327,1046.64,105852.0,6236.74
2015,"California","04000US06","Human resources managers","113121","Female","2",24987,1342.86,89464.3,3143.3
2015,"California","04000US06","Training & development managers","113131","Male","1",2784,487.859,80016.7,8693.24
2015,"California","04000US06","Training & development managers","113131","Female","2",2436,434.191,85517.1,8931.3
2015,"California","04000US06","Emergency management directors","119161","Male","1",433,124.788,89053.0,12596.1
2015,"California","04000US06","Emergency management directors","119161","Female","2",363,146.779,86542.0,12956.8
2015,"California","04000US06","Agents & business managers of artists, performers, & athletes","131011","Male","1",4062,631.631,98886.2,15576.0
2015,"California","04000US06","Agents & business managers of artists, performers, & athletes","131011","Female","2",2736,438.417,93536.7,19973.2
2015,"California","04000US06","Buyers & purchasing agents, farm products","131021","Male","1",786,309.224,76717.3,33103.7
2015,"California","04000US06","Buyers & purchasing agents, farm products","131021","Female","2",327,175.862,42018.7,16133.5
2015,"California","04000US06","Wholesale & retail buyers, except farm products","131022","Male","1",13329,1282.43,55408.0,4945.87
2015,"California","04000US06","Wholesale & retail buyers, except farm products","131022","Female","2",15199,1155.99,49810.6,2599.4
2015,"California","04000US06","Purchasing agents, except wholesale, retail, & farm products","131023","Male","1",13321,1092.39,66262.3,3666.47
2015,"California","04000US06","Purchasing agents, except wholesale, retail, & farm products","131023","Female","2",15461,914.409,58407.5,2839.44
2015,"California","04000US06","Claims adjusters, appraisers, examiners, & investigators","131030","Male","1",10897,910.12,66517.6,2788.28
2015,"California","04000US06","Claims adjusters, appraisers, examiners, & investigators","131030","Female","2",19878,1206.98,56677.7,1931.57
2015,"California","04000US06","Compliance officers","131041","Male","1",11191,1059.54,89138.0,4686.78
2015,"California","04000US06","Compliance officers","131041","Female","2",11798,885.001,75481.2,3338.71
2015,"California","04000US06","Cost estimators","131051","Male","1",12060,905.731,77742.2,3932.7
2015,"California","04000US06","Cost estimators","131051","Female","2",2372,511.62,60495.8,8083.78
2015,"California","04000US06","Human resources workers","131070","Male","1",25091,1340.7,77941.2,3575.83
2015,"California","04000US06","Human resources workers","131070","Female","2",63525,2219.64,70607.7,2134.04
2015,"California","04000US06","Logisticians","131081","Male","1",8822,880.339,62499.4,4545.48
2015,"California","04000US06","Logisticians","131081","Female","2",4631,672.871,50486.1,3155.09
2015,"California","04000US06","Management analysts","131111","Male","1",43566,1933.57,117854.0,4921.99
2015,"California","04000US06","Management analysts","131111","Female","2",35872,1765.82,89052.6,3541.28
2015,"California","04000US06","Meeting, convention, & event planners","131121","Male","1",3323,504.399,61573.6,6255.47
2015,"California","04000US06","Meeting, convention, & event planners","131121","Female","2",11417,804.752,56721.0,4724.89
2015,"California","04000US06","Fundraisers","131131","Male","1",3112,486.834,84187.3,11929.6
2015,"California","04000US06","Fundraisers","131131","Female","2",6789,759.507,70058.8,4058.11
2015,"California","04000US06","Compensation, benefits, & job analysis specialists","131141","Male","1",1087,266.495,73976.0,8942.87
2015,"California","04000US06","Compensation, benefits, & job analysis specialists","131141","Female","2",4030,588.02,62348.7,4663.27
2015,"California","04000US06","Training & development specialists","131151","Male","1",5576,695.368,70569.8,4612.99
2015,"California","04000US06","Training & development specialists","131151","Female","2",6390,695.897,61260.2,4478.76
2015,"California","04000US06","Market research analysts & marketing specialists","131161","Male","1",19306,1285.44,113327.0,7053.6
2015,"California","04000US06","Market research analysts & marketing specialists","131161","Female","2",21446,1455.85,80190.1,3407.33
2015,"California","04000US06","Business operations specialists, all other","131199","Male","1",15123,958.874,92888.5,5348.14
2015,"California","04000US06","Business operations specialists, all other","131199","Female","2",17931,1124.02,67464.6,3485.69
2015,"California","04000US06","Accountants & auditors","132011","Male","1",83808,2370.2,97249.9,2421.52
2015,"California","04000US06","Accountants & auditors","132011","Female","2",146181,3128.47,68428.8,1174.56
2015,"California","04000US06","Appraisers & assessors of real estate","132021","Male","1",4142,606.512,80089.3,8199.24
2015,"California","04000US06","Appraisers & assessors of real estate","132021","Female","2",2246,475.314,64463.7,4936.34
